     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,05/19/2018-05/25/2018,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R112,FORDHAM RD/GRAND CONCOURSE    ,00006389,00000339,00000071,00000108,00000006,00006456,00003203,00000000,00000000,00000000,00000010,00000023,00000224,00000002,00000322,00000040,00000042,00000000,00000029,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R113,SEVENTH AVENUE & WEST 53RD    ,00012935,00000506,00000036,00000095,00000039,00004490,00006280,00000000,00000000,00000000,00000036,00000222,00000192,00000053,00001120,00000555,00000205,00000000,00000322,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R114,PARSONS BLVD & HILLSIDE AV    ,00003555,00000220,00000046,00000096,00000000,00002374,00002294,00000000,00000000,00000000,00000004,00000027,00000098,00000000,00000172,00000042,00000039,00000000,00000032,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R115,169TH STREET & HILLSIDE AVE   ,00005053,00000334,00000056,00000122,00000005,00002395,00003008,00000000,00000000,00000000,00000002,00000042,00000130,00000001,00000212,00000045,00000045,00000000,00000027,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R116,50TH STREET & 7TH AVENUE      ,00019526,00001192,00000076,00000224,00000105,00007435,00009786,00000000,00000000,00000000,00000050,00000341,00000156,00000126,00001665,00000907,00000308,00000000,00000319,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R117,242ND STREET & BROADWAY       ,00003294,00000218,00000029,00000070,00000001,00002665,00002215,00000000,00000000,00000000,00000006,00000020,00000149,00000001,00000293,00000076,00000028,00000000,00000015,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R118,CANAL STREET                  ,00006818,00001268,00000048,00000808,00000003,00002399,00008400,00000000,00000000,00000000,00000028,00000070,00000110,00000006,00000481,00000177,00000119,00000000,00000107,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R119,FORDHAM ROAD & JEROME AVE     ,00005590,00000347,00000060,00000121,00000001,00006029,00002509,00000000,00000000,00000000,00000010,00000022,00000211,00000000,00000267,00000022,00000031,00000000,00000032,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R120,MORRISON AVE & WESTCHESTER    ,00003469,00000216,00000040,00000048,00000000,00003939,00001517,00000000,00000000,00000000,00000004,00000010,00000130,00000000,00000156,00000011,00000012,00000000,00000009,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R121,QUEENSBORO PLAZA              ,00007654,00000254,00000040,00000089,00000011,00005032,00007282,00000000,00000000,00000000,00000020,00000056,00000124,00000023,00000970,00000201,00000225,00000000,00000110,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R122,90TH STREET/ELMHURST AVENUE   ,00010467,00000758,00000057,00000238,00000000,00008879,00005936,00000000,00000000,00000000,00000001,00000048,00000257,00000000,00000304,00000047,00000103,00000000,00000094,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R123,FRANKLIN AVE/EASTERN PKWY     ,00007255,00000485,00000077,00000156,00000004,00004705,00007484,00000000,00000000,00000000,00000006,00000051,00000181,00000001,00001157,00000105,00000178,00000000,00000081,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R124,KINGSTON AVE/EASTERN PKWY     ,00003560,00000283,00000039,00000074,00000001,00001704,00001631,00000000,00000000,00000000,00000001,00000032,00000153,00000001,00000197,00000055,00000056,00000000,00000025,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R125,BROAD STREET & WALL STREET    ,00004451,00000196,00000016,00000041,00000002,00001963,00003226,00000000,00000000,00000000,00000039,00000079,00000024,00000003,00000439,00000128,00000069,00000000,00000078,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R126,175TH STREET/FT WASHINGTON    ,00010379,00000757,00000059,00000118,00000005,00004257,00005055,00000000,00000000,00000000,00000006,00000105,00000345,00000002,00000515,00000209,00000152,00000000,00000084,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R127,JAY ST-METROTECH              ,00023527,00001535,00000224,00000454,00000019,00010434,00015700,00000000,00000000,00000000,00000074,00000201,00000296,00000019,00002176,00000669,00000419,00000000,00000259,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R128,SUTPHIN BLVD-HILLSIDE AVE     ,00002996,00000216,00000034,00000065,00000002,00001585,00001702,00000000,00000000,00000000,00000003,00000013,00000105,00000001,00000105,00000022,00000036,00000000,00000033,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R129,BERGEN STREET-SMITH STREET    ,00007215,00000488,00000032,00000105,00000004,00002784,00005917,00000000,00000000,00000000,00000008,00000077,00000082,00000001,00000797,00000250,00000220,00000000,00000107,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R130,KINGS HIGHWAY-MCDONALD AVE    ,00003551,00000301,00000019,00000118,00000004,00001442,00002370,00000000,00000000,00000000,00000001,00000044,00000073,00000000,00000128,00000100,00000037,00000000,00000014,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R131,23RD STREET-PARK AVE SOUTH    ,00017410,00001164,00000079,00000251,00000040,00006467,00010416,00000000,00000000,00000000,00000159,00000225,00000213,00000035,00001190,00000625,00000336,00000000,00000188,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R132,125TH STREET-LEXINGTON AVE    ,00014954,00001233,00000223,00000460,00000069,00012073,00009288,00000000,00000000,00000000,00000052,00000100,00000642,00000084,00001324,00000290,00000192,00000000,00000082,00000000,00000000,00000000,00000000,00000002,00000000,00000000,                                                                                                    
R133,MOSHOLU PARKWAY-JEROME AVE    ,00004989,00000378,00000052,00000076,00000003,00003770,00002397,00000000,00000000,00000000,00000007,00000019,00000197,00000000,00000394,00000041,00000034,00000000,00000041,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R134,HUNTERS PT AVE-49TH AVE       ,00005371,00000231,00000018,00000055,00000105,00001691,00002000,00000000,00000000,00000000,00000022,00000049,00000021,00000107,00000577,00000300,00000078,00000000,00000036,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R135,NEWKIRK AVE-NOSTRAND AVE      ,00004599,00000387,00000084,00000117,00000000,00003445,00002501,00000000,00000000,00000000,00000001,00000035,00000064,00000000,00000319,00000031,00000038,00000000,00000026,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R136,SHEEPSHEAD BAY ROAD           ,00009506,00000981,00000061,00000329,00000005,00003069,00006175,00000000,00000000,00000000,00000007,00000189,00000152,00000001,00000555,00000272,00000106,00000000,00000034,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R137,MYRTLE AVE-GATES AVENUE       ,00011734,00000512,00000081,00000137,00000003,00010391,00009708,00000000,00000000,00000000,00000014,00000067,00000205,00000002,00000798,00000097,00000211,00000000,00000107,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R138,WEST 4TH ST-WASHINGTON SQ     ,00027884,00001889,00000128,00000346,00000019,00011982,00019127,00000000,00000000,00000000,00000115,00000322,00000292,00000038,00002268,00000973,00000610,00000000,00000550,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R139,CANAL STREET-LISPENARD ST     ,00015002,00000670,00000049,00000123,00000032,00005178,00008264,00000000,00000000,00000000,00000046,00000135,00000119,00000081,00000887,00000568,00000304,00000000,00000223,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R140,QUEENS PLAZA-JACKSON AVE      ,00006520,00000326,00000041,00000143,00000009,00003801,00005621,00000000,00000000,00000000,00000026,00000057,00000053,00000012,00000795,00000150,00000169,00000000,00000112,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R141,71ST AVE-CONTINENTAL AVE      ,00015905,00002103,00000171,00000554,00000017,00005842,00012539,00000000,00000000,00000000,00000014,00000284,00000278,00000006,00001247,00000613,00000300,00000000,00000121,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R142,ESSEX ST-DELANCEY ST          ,00015530,00000953,00000100,00000328,00000011,00008662,00011000,00000000,00000000,00000000,00000032,00000125,00000267,00000009,00001221,00000341,00000345,00000000,00000289,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R143,28TH STREET-PARK AVE SOUTH    ,00015747,00000949,00000052,00000170,00000030,00005805,00009432,00000000,00000000,00000000,00000058,00000197,00000130,00000019,00001595,00000492,00000331,00000000,00000192,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R144,96TH STREET-LEXINGTON AVE     ,00011441,00001130,00000086,00000203,00000012,00005168,00008062,00000000,00000000,00000000,00000067,00000113,00000144,00000022,00000851,00000384,00000284,00000000,00000099,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R145,241ST ST-WHITE PLAINS RD      ,00003500,00000212,00000038,00000031,00000000,00002345,00000994,00000000,00000000,00000000,00000006,00000009,00000139,00000000,00000108,00000011,00000013,00000000,00000012,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00004954,00000326,00000058,00000125,00000002,00005786,00002843,00000000,00000000,00000000,00000003,00000019,00000224,00000000,00000352,00000032,00000020,00000000,00000020,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R147,61ST STREET-ROOSEVELT AVE     ,00010606,00000857,00000070,00000252,00000043,00006266,00008195,00000000,00000000,00000000,00000003,00000070,00000260,00000050,00000545,00000224,00000180,00000000,00000122,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R148,PARKSIDE AVE-OCEAN AVE        ,00003450,00000226,00000049,00000084,00000001,00002716,00003359,00000000,00000000,00000000,00000002,00000019,00000067,00000000,00000399,00000044,00000091,00000000,00000061,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R149,NEWKIRK PLAZA                 ,00006175,00000660,00000092,00000174,00000002,00004013,00005146,00000000,00000000,00000000,00000010,00000056,00000128,00000002,00000530,00000145,00000116,00000000,00000031,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R150,AVENUE U-EAST 16TH STREET     ,00004365,00000589,00000043,00000269,00000000,00001898,00003901,00000000,00000000,00000000,00000005,00000064,00000060,00000001,00000175,00000105,00000064,00000000,00000007,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R151,STILLWELL AVE-CONEY ISLAND    ,00010942,00000818,00000098,00000406,00000001,00007185,00005310,00000000,00000000,00000000,00000012,00000051,00000174,00000003,00000254,00000111,00000078,00000000,00000218,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00006308,00000334,00000089,00000165,00000001,00005389,00003668,00000000,00000000,00000000,00000006,00000052,00000092,00000000,00000637,00000064,00000050,00000000,00000036,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R153,UTICA AVE-STUYVESANT AVE      ,00008017,00000397,00000125,00000144,00000001,00007524,00006334,00000000,00000000,00000000,00000007,00000048,00000153,00000000,00000836,00000069,00000124,00000000,00000114,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R154,TREMONT AVE-179TH ST          ,00004471,00000263,00000079,00000109,00000004,00005544,00002616,00000000,00000000,00000000,00000001,00000032,00000099,00000001,00000281,00000014,00000043,00000000,00000032,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R155,KINGSBRIDGE RD-196TH ST       ,00004213,00000266,00000045,00000082,00000000,00004359,00002335,00000000,00000000,00000000,00000002,00000017,00000128,00000003,00000238,00000031,00000048,00000000,00000027,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R156,BEDFORD PARK BLVD-203RD ST    ,00003713,00000232,00000034,00000080,00000001,00003204,00002467,00000000,00000000,00000000,00000005,00000019,00000120,00000000,00000323,00000032,00000040,00000000,00000018,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R157,205TH ST-BAINBRIDGE AVE       ,00004528,00000280,00000038,00000086,00000002,00004011,00002790,00000000,00000000,00000000,00000003,00000023,00000172,00000001,00000397,00000025,00000054,00000000,00000023,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R158,UNION TURNPIKE-KEW GARDENS    ,00010305,00001080,00000173,00000482,00000010,00007039,00011024,00000000,00000000,00000000,00000015,00000127,00000186,00000005,00001193,00000303,00000160,00000000,00000092,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R159,116TH STREET-COLUMBIA         ,00008758,00000625,00000038,00000128,00000012,00002490,00005677,00000000,00000000,00000000,00000016,00000045,00000093,00000017,00000297,00000306,00000214,00000000,00000156,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R160,ASTOR PLACE-4 AVENUE          ,00010917,00000769,00000040,00000150,00000015,00004305,00007090,00000000,00000000,00000000,00000032,00000114,00000120,00000026,00000931,00000366,00000177,00000000,00000160,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R161,KINGSBRIDGE RD-JEROME AVE     ,00005074,00000295,00000049,00000099,00000001,00004821,00002334,00000000,00000000,00000000,00000012,00000022,00000124,00000001,00000224,00000034,00000071,00000000,00000012,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R162,ELDER AVE-WESTCHESTER AVE     ,00004122,00000176,00000017,00000050,00000001,00004444,00001575,00000000,00000000,00000000,00000000,00000010,00000168,00000000,00000127,00000019,00000028,00000000,00000011,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R163,14TH STREET-6TH AVENUE        ,00015738,00001030,00000088,00000212,00000005,00006451,00011350,00000000,00000000,00000000,00000054,00000225,00000128,00000010,00001628,00000546,00000426,00000000,00000223,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R164,66TH STREET-BROADWAY          ,00014406,00002477,00000121,00000402,00000024,00005892,00009834,00000000,00000000,00000000,00000040,00000208,00000206,00000066,00001111,00000615,00000297,00000000,00000200,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R165,TOMPKINSVILLE                 ,00000711,00000028,00000002,00000010,00000000,00000196,00000065,00000000,00000000,00000000,00000002,00000000,00000001,00000000,00000004,00000011,00000001,00000000,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R166,79TH STREET-BROADWAY          ,00009558,00001513,00000082,00000251,00000020,00004785,00007481,00000000,00000000,00000000,00000019,00000110,00000140,00000006,00000697,00000325,00000233,00000000,00000182,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R167,86TH STREET-BROADWAY          ,00011151,00001935,00000130,00000357,00000004,00005703,00009131,00000000,00000000,00000000,00000030,00000111,00000216,00000008,00000932,00000458,00000274,00000000,00000135,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R168,96TH STREET-BROADWAY          ,00020010,00003549,00000254,00000831,00000015,00011622,00018525,00000000,00000000,00000000,00000037,00000268,00000419,00000030,00002063,00000774,00000647,00000000,00000242,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R169,137TH STREET-BROADWAY         ,00006967,00000603,00000098,00000126,00000004,00006610,00006205,00000000,00000000,00000000,00000010,00000012,00000193,00000002,00000570,00000103,00000174,00000000,00000072,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R170,14TH STREET-UNION SQUARE      ,00063333,00004757,00000408,00001139,00000109,00030950,00051451,00000000,00000000,00000000,00000229,00000747,00000701,00000120,00006394,00002350,00001517,00000000,00000815,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R171,7TH AVENUE-PARK PLACE         ,00006494,00000569,00000032,00000112,00000002,00002301,00006396,00000000,00000000,00000000,00000005,00000063,00000079,00000000,00000999,00000334,00000251,00000000,00000094,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R172,BRIGHTON BEACH-CONEY ISLAND   ,00008841,00001199,00000100,00000288,00000002,00003842,00005321,00000000,00000000,00000000,00000007,00000082,00000169,00000002,00000203,00000150,00000097,00000000,00000061,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R173,207TH STREET-BROADWAY         ,00004395,00000542,00000064,00000148,00000000,00003314,00004363,00000000,00000000,00000000,00000016,00000019,00000140,00000001,00000518,00000093,00000134,00000000,00000034,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R174,181ST STREET-FT WASH AVE      ,00005921,00000820,00000044,00000142,00000001,00003372,00006141,00000000,00000000,00000000,00000003,00000058,00000109,00000005,00000696,00000162,00000157,00000000,00000062,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R175,8TH AVENUE-14TH STREET        ,00029004,00001517,00000120,00000358,00000038,00014904,00018673,00000000,00000000,00000000,00000082,00000318,00000343,00000041,00003092,00001096,00000600,00000000,00000664,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R176,33RD STREET-PARK AVENUE       ,00019552,00001372,00000094,00000225,00000024,00007375,00011695,00000000,00000000,00000000,00000206,00000294,00000181,00000021,00001684,00000654,00000321,00000000,00000264,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R177,68TH STREET-HUNTER COLLEGE    ,00014858,00001417,00000085,00000209,00000033,00005440,00008248,00000000,00000000,00000000,00000058,00000144,00000290,00000048,00000804,00000463,00000234,00000000,00000113,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R178,77TH STREET-LEXINGTON AVE     ,00018601,00002021,00000100,00000293,00000028,00007403,00010670,00000000,00000000,00000000,00000073,00000260,00000255,00000032,00001105,00000615,00000307,00000000,00000232,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R179,86TH STREET-LEXINGTON AVE     ,00028128,00002939,00000193,00000475,00000043,00013838,00019281,00000000,00000000,00000000,00000119,00000391,00000332,00000057,00002265,00001067,00000564,00000000,00000322,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R180,103RD STREET-LEXINGTON AVE    ,00007722,00000743,00000069,00000185,00000006,00005759,00005135,00000000,00000000,00000000,00000022,00000038,00000216,00000009,00000455,00000220,00000135,00000000,00000069,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R181,110TH STREET-LEXINGTON AVE    ,00006198,00000580,00000085,00000170,00000004,00005116,00004784,00000000,00000000,00000000,00000015,00000035,00000192,00000001,00000515,00000080,00000126,00000000,00000081,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R182,116TH STREET-LEXINGTON AVE    ,00007228,00000677,00000117,00000264,00000001,00007369,00005835,00000000,00000000,00000000,00000016,00000036,00000250,00000001,00000608,00000105,00000123,00000000,00000065,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R183,BEDFORD PARK BLVD-JEROME AV   ,00002722,00000155,00000030,00000043,00000000,00002087,00001405,00000000,00000000,00000000,00000004,00000011,00000063,00000000,00000173,00000023,00000016,00000000,00000009,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R184,CORTELYOU RD-EAST 16TH ST     ,00004221,00000324,00000032,00000051,00000000,00002220,00003265,00000000,00000000,00000000,00000012,00000024,00000063,00000000,00000380,00000080,00000101,00000000,00000015,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R185,DYCKMAN STREET-BROADWAY       ,00003846,00000323,00000030,00000085,00000001,00002696,00003330,00000000,00000000,00000000,00000002,00000034,00000065,00000000,00000365,00000071,00000079,00000000,00000043,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R186,86TH ST-CENTRAL PARK WEST     ,00005916,00000743,00000035,00000147,00000002,00002714,00004818,00000000,00000000,00000000,00000009,00000073,00000088,00000010,00000545,00000269,00000177,00000000,00000132,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R187,81ST STREET-MUSEUM            ,00009061,00000760,00000036,00000119,00000005,00004489,00005211,00000000,00000000,00000000,00000029,00000091,00000088,00000011,00000650,00000294,00000173,00000000,00000266,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R188,50TH STREET-8TH AVENUE        ,00013463,00000757,00000076,00000248,00000048,00005865,00007899,00000000,00000000,00000000,00000048,00000156,00000231,00000021,00001010,00000481,00000287,00000000,00000417,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00007660,00000760,00000036,00000127,00000009,00003100,00004020,00000000,00000000,00000000,00000026,00000080,00000094,00000009,00000473,00000270,00000153,00000000,00000179,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R190,23RD STREET-7TH AVENUE        ,00008780,00000992,00000089,00000228,00000008,00004290,00006407,00000000,00000000,00000000,00000042,00000115,00000158,00000007,00000749,00000320,00000225,00000000,00000150,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R191,103RD STREET-BROADWAY         ,00006937,00001421,00000090,00000319,00000003,00004513,00006310,00000000,00000000,00000000,00000018,00000050,00000174,00000005,00000577,00000198,00000188,00000000,00000135,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R192,110TH STREET-BROADWAY         ,00008885,00001175,00000055,00000240,00000003,00003863,00006816,00000000,00000000,00000000,00000018,00000046,00000074,00000006,00000605,00000215,00000178,00000000,00000166,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R193,157TH STREET-BROADWAY         ,00005748,00000669,00000106,00000170,00000001,00006364,00005419,00000000,00000000,00000000,00000002,00000029,00000148,00000001,00000427,00000058,00000106,00000000,00000067,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R194,BLEECKER ST-LAFAYETTE ST      ,00010644,00000516,00000034,00000120,00000013,00005201,00007429,00000000,00000000,00000000,00000017,00000126,00000111,00000025,00000946,00000378,00000225,00000000,00000195,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R195,161ST STREET-YANKEE STADIUM   ,00022501,00001105,00000185,00000323,00000032,00014797,00008834,00000000,00000000,00000000,00000021,00000119,00000369,00000013,00001284,00000351,00000194,00000000,00000463,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R196,PROSPECT PARK-EMPIRE BLVD     ,00005975,00000459,00000076,00000124,00000002,00004168,00005796,00000000,00000000,00000000,00000003,00000051,00000083,00000000,00000732,00000119,00000149,00000000,00000079,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R197,36TH STREET-4TH AVENUE        ,00008385,00000458,00000046,00000190,00000005,00004966,00006448,00000000,00000000,00000000,00000012,00000070,00000115,00000005,00000506,00000151,00000169,00000000,00000063,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R198,NOSTRAND AVE-FULTON ST        ,00008917,00000508,00000130,00000144,00000001,00007581,00008160,00000000,00000000,00000000,00000006,00000047,00000182,00000001,00001151,00000116,00000197,00000000,00000178,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R199,KINGSTON AVE-THROOP AVE       ,00003645,00000169,00000035,00000063,00000001,00002729,00002744,00000000,00000000,00000000,00000000,00000018,00000090,00000000,00000358,00000035,00000074,00000000,00000064,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R200,EUCLID AVE-PITKIN AVE         ,00006076,00000338,00000079,00000136,00000000,00004771,00002952,00000000,00000000,00000000,00000006,00000009,00000300,00000000,00000300,00000032,00000049,00000000,00000034,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00011657,00001011,00000121,00000309,00000005,00007228,00009252,00000000,00000000,00000000,00000021,00000110,00000193,00000006,00000776,00000175,00000152,00000000,00000099,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R202,63RD DRIVE-REGO PARK          ,00010456,00001800,00000105,00000349,00000004,00004052,00008284,00000000,00000000,00000000,00000011,00000147,00000245,00000004,00000796,00000256,00000173,00000000,00000095,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R203,23RD STREET-6TH AVENUE        ,00011789,00000574,00000074,00000192,00000009,00003697,00007665,00000000,00000000,00000000,00000054,00000229,00000162,00000006,00000950,00000471,00000243,00000000,00000144,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R204,CHURCH AVE-MCDONALD AVE       ,00005574,00000565,00000050,00000181,00000002,00003158,00004911,00000000,00000000,00000000,00000004,00000045,00000083,00000003,00000379,00000121,00000088,00000000,00000046,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R205,149TH ST-GRAND CONCOURSE      ,00006299,00000383,00000107,00000130,00000001,00005632,00003579,00000000,00000000,00000000,00000006,00000020,00000179,00000005,00000993,00000061,00000054,00000000,00000022,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R206,125TH STREET-LENOX AVENUE     ,00007687,00000654,00000179,00000282,00000012,00007096,00006242,00000000,00000000,00000000,00000029,00000045,00000271,00000007,00000823,00000215,00000157,00000000,00000090,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R207,135TH STREET-LENOX AVENUE     ,00007371,00000807,00000178,00000246,00000007,00006469,00006211,00000000,00000000,00000000,00000013,00000025,00000282,00000005,00001257,00000095,00000182,00000000,00000071,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R208,103RD ST-ROOSEVELT AVE        ,00011885,00000428,00000076,00000123,00000001,00012589,00004474,00000000,00000000,00000000,00000010,00000031,00000362,00000001,00000264,00000075,00000064,00000000,00000062,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R209,STERLING ST-NOSTRAND AVE      ,00003352,00000325,00000066,00000070,00000000,00002269,00002620,00000000,00000000,00000000,00000001,00000031,00000092,00000000,00000342,00000054,00000081,00000000,00000021,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R210,BEVERLY RD-NOSTRAND AVE       ,00002772,00000219,00000029,00000052,00000000,00001881,00001448,00000000,00000000,00000000,00000002,00000016,00000049,00000001,00000196,00000028,00000036,00000000,00000017,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R211,KINGS HIGHWAY-EAST 16TH ST    ,00011900,00001448,00000102,00000455,00000002,00005023,00008384,00000000,00000000,00000000,00000015,00000187,00000176,00000004,00000530,00000366,00000120,00000000,00000061,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
